3266191006505.0,3
3228857001132.0,1
3228857001347.0,1
3270160853694.0,3
3228857001934.0,2
3760049797589.0,1
3250392488598.0,3
3222477445918.0,2
3222475820908.0,4
3770013545832.0,2
3560071281519.0,4
3501940566009.0,4
7108814119505.0,2
3350033528109.0,3
3760121217912.0,4
3760121217905.0,4
3760152700735.0,3
3760121215291.0,3
3228857001149.0,1
3760077180544.0,4
3419390405390.0,2
3560071281489.0,4
3228857001309.0,1
3228857001156.0,1
3700531202061.0,4
3501940001302.0,3
3760286460093.0,2
3560070894550.0,4
3370077582233.0,4
3396411236235.0,3
3760134632009.0,2
5600317476885.0,3
3800232985215.0,4
3564707135856.0,2
4104420053786.0,3
3184340930702.0,3
3252920038411.0,2
3760077187673.0,4
3255650080194.0,3
3700036900028.0,2
3700254081271.0,3
3178530413038.0,3
3284230010825.0,1
3700214613160.0,0
3770004620609.0,3
3760077180063.0,3
3800232985239.0,4
3270160821181.0,1
3251514251007.0,2
3770013545597.0,2
3421557600104.0,3
3760253540018.0,3
3421557904059.0,2
3347439950313.0,3
3770008500020.0,3
3770005222420.0,0
3270160820955.0,2
3175681231313.0,3
3770013545580.0,2
5231423390095.0,1
3396413714410.0,4
3501940131009.0,3
3380380092299.0,3
3385050000505.0,1
3700531201859.0,4
3256226156046.0,3
3596710472796.0,2
3228857001163.0,1
3571375922206.0,2
3701367600168.0,1
3770008500013.0,2
3760077180230.0,2
3770013545894.0,2
3270160587551.0,2
4006040021520.0,1
3268350120213.0,3
3700531201965.0,4
3770004621255.0,1
3770018153018.0,1
3256227742842.0,4
3560070475964.0,3
3396410024130.0,3
3560071182687.0,2
3370077581403.0,3
7610202330183.0,4
3760054740716.0,2
3350033237933.0,2
3350033706378.0,3
3350033531512.0,4
3770003574149.0,3
3700531201927.0,3
3760077183736.0,4
3700531211681.0,4
3266191085722.0,3
3256227742873.0,4
3350031895135.0,4
3263858827213.0,2
3770003574187.0,3
3770003574293.0,3
4104420053700.0,4
3700531202122.0,3
3770003574125.0,3
3760091728487.0,2
3760077180193.0,3
3700152400723.0,4
3700531202085.0,4
42100522.0,4
3421557600050.0,4
3421557600074.0,3
3595120012974.0,3
3760091728449.0,2
3770003574194.0,2
3266191008981.0,3
3474340016354.0,4
7613036669146.0,2
5010477360755.0,2
5010029204735.0,1
3258260034120.0,0
3421557502583.0,1
3760121214508.0,0
3396411223464.0,1
3760020503833.0,1
5600317471613.0,2
13305116.0,0
8711812421373.0,1
5060201623205.0,2
3465511460502.0,0
3350031931512.0,1
3288132600412.0,2
3421557500923.0,1
3229820793665.0,0
3111900330009.0,1
5411188125389.0,0
3229820798110.0,1
3222475413391.0,2
3256228686534.0,1
3523230040297.0,0
8002590058043.0,2
7613287533265.0,3
7108814119505.0,2
3421557921339.0,1
3421557920264.0,1
3256228686510.0,1
3052351059500.0,1
3278699700014.0,0
3560071007287.0,2
3278693504076.0,0
3252920033508.0,0
3564706614819.0,2
3564707168847.0,0
3421557110313.0,1
3564700395707.0,0
3278690085684.0,0
3278690085646.0,0
3278692500581.0,0
3278692500215.0,0
5414150629236.0,0
7613038406541.0,1
3533630097159.0,0
3560070330867.0,3
3523230056021.0,0
3421557102134.0,2
3278693604076.0,0
4010355177995.0,2
3596710436903.0,0
3770013545559.0,2
3770005222383.0,0
3770005222420.0,0
3760059786665.0,0
5231423390095.0,1
3229820791807.0,0
3572420000740.0,2
3770005222420.0,0
3770018153018.0,1
3230000000000.0,1
3230000000000.0,1
3560000000000.0,3
3560000000000.0,2
3230000000000.0,2
3270000000000.0,2
3450000000000.0,2
3770000000000.0,1
4020000000000.0,2
3220000000000.0,2
3260000000000.0,2
3560000000000.0,2
3560000000000.0,2
3760000000000.0,1
5050000000000.0,2
3770000000000.0,2
3770000000000.0,2
5010000000000.0,2
2000000000000.0,2
3660000000000.0,2
3760000000000.0,1
8590000000000.0,3
3760000000000.0,0
3770000000000.0,2
3230000000000.0,1
4000000000000.0,2
3020000000000.0,1
3420000000000.0,2
3350000000000.0,2
3230000000000.0,1
3700000000000.0,2
3230000000000.0,1
3420000000000.0,2
3560000000000.0,2
7610000000000.0,2
3380000000000.0,2
3560000000000.0,2
3420000000000.0,2
20100000.0,2
27000000.0,2
3270000000000.0,2
3430000000000.0,1
3430000000000.0,1
4020000000000.0,2
3230000000000.0,2
20000000.0,0
3420000000000.0,2
3260000000000.0,1
5050000000000.0,2
5050000000000.0,2
3270000000000.0,3
3230000000000.0,1
3220000000000.0,2
3230000000000.0,1
3700000000000.0,2
3700000000000.0,0
3770000000000.0,2
3270000000000.0,2
3770000000000.0,2
3230000000000.0,1
3770000000000.0,2
3770000000000.0,2
4010000000000.0,1
3760000000000.0,2
3760000000000.0,2
